start_borough,end_borough,hour,total_num_trips,route
Brooklyn,Manhattan,17,2513,Brooklyn_to_Manhattan
Brooklyn,Manhattan,18,2416,Brooklyn_to_Manhattan
Brooklyn,Manhattan,19,1775,Brooklyn_to_Manhattan
Brooklyn,Manhattan,20,1263,Brooklyn_to_Manhattan
Brooklyn,Manhattan,21,883,Brooklyn_to_Manhattan
Brooklyn,Manhattan,22,738,Brooklyn_to_Manhattan
Brooklyn,Manhattan,23,597,Brooklyn_to_Manhattan
Brooklyn,Queens,0,63,Brooklyn_to_Queens
Brooklyn,Queens,1,27,Brooklyn_to_Queens
Brooklyn,Queens,2,20,Brooklyn_to_Queens
Brooklyn,Queens,3,10,Brooklyn_to_Queens
Brooklyn,Queens,4,8,Brooklyn_to_Queens
Brooklyn,Queens,5,24,Brooklyn_to_Queens
Brooklyn,Queens,6,113,Brooklyn_to_Queens
Brooklyn,Queens,7,306,Brooklyn_to_Queens
Brooklyn,Queens,8,671,Brooklyn_to_Queens
Brooklyn,Queens,9,496,Brooklyn_to_Queens
Brooklyn,Queens,10,226,Brooklyn_to_Queens
Brooklyn,Queens,11,195,Brooklyn_to_Queens
Brooklyn,Queens,12,200,Brooklyn_to_Queens
Brooklyn,Queens,13,243,Brooklyn_to_Queens
Brooklyn,Queens,14,207,Brooklyn_to_Queens
Brooklyn,Queens,15,236,Brooklyn_to_Queens
Brooklyn,Queens,16,303,Brooklyn_to_Queens
Brooklyn,Queens,17,370,Brooklyn_to_Queens
Brooklyn,Queens,18,425,Brooklyn_to_Queens
Brooklyn,Queens,19,256,Brooklyn_to_Queens
Brooklyn,Queens,20,183,Brooklyn_to_Queens
Brooklyn,Queens,21,137,Brooklyn_to_Queens
Brooklyn,Queens,22,128,Brooklyn_to_Queens
Brooklyn,Queens,23,111,Brooklyn_to_Queens
Manhattan,Brooklyn,0,520,Manhattan_to_Brooklyn
Manhattan,Brooklyn,1,294,Manhattan_to_Brooklyn
Manhattan,Brooklyn,2,163,Manhattan_to_Brooklyn
Manhattan,Brooklyn,3,103,Manhattan_to_Brooklyn
Manhattan,Brooklyn,4,67,Manhattan_to_Brooklyn
Manhattan,Brooklyn,5,123,Manhattan_to_Brooklyn
Manhattan,Brooklyn,6,292,Manhattan_to_Brooklyn
Manhattan,Brooklyn,7,554,Manhattan_to_Brooklyn
Manhattan,Brooklyn,8,1115,Manhattan_to_Brooklyn
Manhattan,Brooklyn,9,1154,Manhattan_to_Brooklyn
Manhattan,Brooklyn,10,1073,Manhattan_to_Brooklyn
Manhattan,Brooklyn,11,1415,Manhattan_to_Brooklyn
Manhattan,Brooklyn,12,1745,Manhattan_to_Brooklyn
Manhattan,Brooklyn,13,2013,Manhattan_to_Brooklyn
Manhattan,Brooklyn,14,2032,Manhattan_to_Brooklyn
Manhattan,Brooklyn,15,2104,Manhattan_to_Brooklyn
Manhattan,Brooklyn,16,3081,Manhattan_to_Brooklyn
Manhattan,Brooklyn,17,6050,Manhattan_to_Brooklyn
Manhattan,Brooklyn,18,6927,Manhattan_to_Brooklyn
Manhattan,Brooklyn,19,4594,Manhattan_to_Brooklyn
Manhattan,Brooklyn,20,2920,Manhattan_to_Brooklyn
Manhattan,Brooklyn,21,1826,Manhattan_to_Brooklyn
Manhattan,Brooklyn,22,1289,Manhattan_to_Brooklyn
Manhattan,Brooklyn,23,885,Manhattan_to_Brooklyn
Manhattan,Manhattan,0,12458,Manhattan_to_Manhattan
Manhattan,Manhattan,1,6926,Manhattan_to_Manhattan
Manhattan,Manhattan,2,4171,Manhattan_to_Manhattan
Manhattan,Manhattan,3,2650,Manhattan_to_Manhattan
Manhattan,Manhattan,4,2541,Manhattan_to_Manhattan
Manhattan,Manhattan,5,9265,Manhattan_to_Manhattan
Manhattan,Manhattan,6,31700,Manhattan_to_Manhattan
Manhattan,Manhattan,7,62980,Manhattan_to_Manhattan
Manhattan,Manhattan,8,110605,Manhattan_to_Manhattan
Manhattan,Manhattan,9,89666,Manhattan_to_Manhattan
Manhattan,Manhattan,10,65361,Manhattan_to_Manhattan
Manhattan,Manhattan,11,68439,Manhattan_to_Manhattan
Manhattan,Manhattan,12,79132,Manhattan_to_Manhattan
Manhattan,Manhattan,13,84311,Manhattan_to_Manhattan
Manhattan,Manhattan,14,84114,Manhattan_to_Manhattan
Manhattan,Manhattan,15,89101,Manhattan_to_Manhattan
Manhattan,Manhattan,16,109484,Manhattan_to_Manhattan
Manhattan,Manhattan,17,151478,Manhattan_to_Manhattan
Manhattan,Manhattan,18,141305,Manhattan_to_Manhattan
Manhattan,Manhattan,19,98773,Manhattan_to_Manhattan
Manhattan,Manhattan,20,68688,Manhattan_to_Manhattan
Manhattan,Manhattan,21,46199,Manhattan_to_Manhattan
Manhattan,Manhattan,22,34355,Manhattan_to_Manhattan
Manhattan,Manhattan,23,22394,Manhattan_to_Manhattan
Manhattan,Queens,0,111,Manhattan_to_Queens
Manhattan,Queens,1,60,Manhattan_to_Queens
Manhattan,Queens,2,22,Manhattan_to_Queens
Manhattan,Queens,3,15,Manhattan_to_Queens
Manhattan,Queens,4,8,Manhattan_to_Queens
Manhattan,Queens,5,20,Manhattan_to_Queens
Manhattan,Queens,6,76,Manhattan_to_Queens
Manhattan,Queens,7,163,Manhattan_to_Queens
Manhattan,Queens,8,198,Manhattan_to_Queens
Manhattan,Queens,9,172,Manhattan_to_Queens
Manhattan,Queens,10,138,Manhattan_to_Queens
Manhattan,Queens,11,185,Manhattan_to_Queens
Manhattan,Queens,12,193,Manhattan_to_Queens
Manhattan,Queens,13,260,Manhattan_to_Queens
Manhattan,Queens,14,236,Manhattan_to_Queens
Manhattan,Queens,15,361,Manhattan_to_Queens
Manhattan,Queens,16,535,Manhattan_to_Queens
Manhattan,Queens,17,971,Manhattan_to_Queens
Manhattan,Queens,18,924,Manhattan_to_Queens
Manhattan,Queens,19,565,Manhattan_to_Queens
Manhattan,Queens,20,327,Manhattan_to_Queens
Manhattan,Queens,21,253,Manhattan_to_Queens
Manhattan,Queens,22,219,Manhattan_to_Queens
Manhattan,Queens,23,185,Manhattan_to_Queens
Queens,Brooklyn,0,71,Queens_to_Brooklyn
Queens,Brooklyn,1,20,Queens_to_Brooklyn
Queens,Brooklyn,2,10,Queens_to_Brooklyn
Queens,Brooklyn,3,7,Queens_to_Brooklyn
Queens,Brooklyn,4,3,Queens_to_Brooklyn
Queens,Brooklyn,5,17,Queens_to_Brooklyn
Queens,Brooklyn,6,20,Queens_to_Brooklyn
Queens,Brooklyn,7,81,Queens_to_Brooklyn
Queens,Brooklyn,8,192,Queens_to_Brooklyn
Queens,Brooklyn,9,269,Queens_to_Brooklyn
Queens,Brooklyn,10,211,Queens_to_Brooklyn
Queens,Brooklyn,11,235,Queens_to_Brooklyn
Queens,Brooklyn,12,243,Queens_to_Brooklyn
Queens,Brooklyn,13,285,Queens_to_Brooklyn
Queens,Brooklyn,14,267,Queens_to_Brooklyn
Queens,Brooklyn,15,264,Queens_to_Brooklyn
Queens,Brooklyn,16,386,Queens_to_Brooklyn
Queens,Brooklyn,17,670,Queens_to_Brooklyn
Queens,Brooklyn,18,697,Queens_to_Brooklyn
Queens,Brooklyn,19,532,Queens_to_Brooklyn
Queens,Brooklyn,20,339,Queens_to_Brooklyn
Queens,Brooklyn,21,240,Queens_to_Brooklyn
Queens,Brooklyn,22,201,Queens_to_Brooklyn
Queens,Brooklyn,23,121,Queens_to_Brooklyn
Queens,Manhattan,0,24,Queens_to_Manhattan
Queens,Manhattan,1,13,Queens_to_Manhattan
Queens,Manhattan,2,9,Queens_to_Manhattan
Queens,Manhattan,3,5,Queens_to_Manhattan
Queens,Manhattan,4,9,Queens_to_Manhattan
Queens,Manhattan,5,98,Queens_to_Manhattan
Queens,Manhattan,6,177,Queens_to_Manhattan
Queens,Manhattan,7,468,Queens_to_Manhattan
Queens,Manhattan,8,888,Queens_to_Manhattan
Queens,Manhattan,9,535,Queens_to_Manhattan
Queens,Manhattan,10,351,Queens_to_Manhattan
Queens,Manhattan,11,286,Queens_to_Manhattan
Queens,Manhattan,12,294,Queens_to_Manhattan
Queens,Manhattan,13,259,Queens_to_Manhattan
Queens,Manhattan,14,261,Queens_to_Manhattan
Queens,Manhattan,15,267,Queens_to_Manhattan
Queens,Manhattan,16,342,Queens_to_Manhattan
Queens,Manhattan,17,466,Queens_to_Manhattan
Queens,Manhattan,18,371,Queens_to_Manhattan
Queens,Manhattan,19,236,Queens_to_Manhattan
Queens,Manhattan,20,174,Queens_to_Manhattan
Queens,Manhattan,21,117,Queens_to_Manhattan
Queens,Manhattan,22,113,Queens_to_Manhattan
Queens,Manhattan,23,44,Queens_to_Manhattan
Queens,Queens,0,560,Queens_to_Queens
Queens,Queens,1,298,Queens_to_Queens
Queens,Queens,2,168,Queens_to_Queens
Queens,Queens,3,115,Queens_to_Queens
Queens,Queens,4,98,Queens_to_Queens
Queens,Queens,5,379,Queens_to_Queens
Queens,Queens,6,723,Queens_to_Queens
Queens,Queens,7,1659,Queens_to_Queens
Queens,Queens,8,2619,Queens_to_Queens
Queens,Queens,9,2106,Queens_to_Queens
Queens,Queens,10,1856,Queens_to_Queens
Queens,Queens,11,1978,Queens_to_Queens
Queens,Queens,12,2299,Queens_to_Queens
Queens,Queens,13,2350,Queens_to_Queens
Queens,Queens,14,2226,Queens_to_Queens
Queens,Queens,15,2245,Queens_to_Queens
Queens,Queens,16,2533,Queens_to_Queens
Queens,Queens,17,3389,Queens_to_Queens
Queens,Queens,18,4272,Queens_to_Queens
Queens,Queens,19,3632,Queens_to_Queens
Queens,Queens,20,2709,Queens_to_Queens
Queens,Queens,21,1851,Queens_to_Queens
Queens,Queens,22,1379,Queens_to_Queens
Queens,Queens,23,1004,Queens_to_Queens
